,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
2034,Willie Nelson is dead,Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,against,f28523d0-bc1e-11e4-b073-ed15c88bfa1e,a37a2790-bc1e-11e4-b073-ed15c88bfa1e,http://www.inquisitr.com/1861609/willie-nelson-dead-internet-freaks-out-as-another-celebrity-death-hoax-makes-the-rounds/,www.inquisitr.com,FALSE,236,2035,124
2043,Lovesick woman stays in KFC for one week,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",for,6188f970-9ff8-11e4-a353-5b831fe927be,40f8caf0-9ff8-11e4-a353-5b831fe927be,http://www.dailymail.co.uk/news/article-2803459/Comfort-eating-Chinese-woman-26-spends-entire-WEEK-KFC-dumped-boyfriend.html,www.dailymail.co.uk,unknown,238,2044,4
2044,Lovesick woman stays in KFC for one week,Dumped woman spends a week in KFC to get over ex,for,79234d60-9ff8-11e4-a353-5b831fe927be,40f8caf0-9ff8-11e4-a353-5b831fe927be,http://www.foxnews.com/leisure/2014/10/22/dumped-woman-spends-week-in-kfc-to-get-over-ex/,www.foxnews.com,unknown,238,2045,123
2053,A woman lost her eye after being hit with a bean bag shot by police in Ferguson,Pregnant Ferguson woman loses her EYE after police shoot her car with bean bag during violent protests,for,553c55e0-773f-11e4-94c6-4131d5b705e4,01b83440-75e4-11e4-99be-fb3662a4a6dd,http://www.dailymail.co.uk/news/article-2852980/Pregnant-Ferguson-woman-loses-EYE-police-shoot-car-bean-bag-violent-protests.html,www.dailymail.co.uk,TRUE,239,2054,4
2055,A woman lost her eye after being hit with a bean bag shot by police in Ferguson,Ferguson riots: Pregnant woman loses eye after cops fire BEAN BAG round through car window,for,ae278cb0-773f-11e4-94c6-4131d5b705e4,01b83440-75e4-11e4-99be-fb3662a4a6dd,http://www.mirror.co.uk/news/world-news/ferguson-riots-pregnant-woman-loses-4711023,www.mirror.co.uk,TRUE,239,2056,7
2056,A woman lost her eye after being hit with a bean bag shot by police in Ferguson,I will have justice for what they did to me: Pregnant St. Louis woman loses eye after police fire non-lethal round at car during Ferguson protest VIDEO,for,64fa7ca0-773f-11e4-94c6-4131d5b705e4,01b83440-75e4-11e4-99be-fb3662a4a6dd,http://www.nydailynews.com/news/national/st-louis-woman-loses-eye-police-fire-non-lethal-article-1.2026565,www.nydailynews.com,TRUE,239,2057,14
2061,"A woman woke up during brain surgery and talked about cats, asked the surgeons How's it going?",Teenager wakes up while undergoing BRAIN SURGERY in Poland... and asks the surgeons how the operation is going,for,86463400-93bc-11e4-b6bf-fdc8b7e3bcff,7ca09170-93bc-11e4-b6bf-fdc8b7e3bcff,http://www.dailymail.co.uk/news/article-2894276/Teenager-wakes-undergoing-BRAIN-SURGERY-Poland-asks-surgeons-operation-going.html,www.dailymail.co.uk,TRUE,240,2062,4
2063,"A woman woke up during brain surgery and talked about cats, asked the surgeons How's it going?","19-year-old girl wakes up during brain surgery, asks doctors How's it going?",for,f014c5c0-93be-11e4-b6bf-fdc8b7e3bcff,7ca09170-93bc-11e4-b6bf-fdc8b7e3bcff,http://www.foxnews.com/health/2015/01/02/1-year-old-girl-wakes-up-during-brain-surgery-asks-doctors-hows-it-going/,www.foxnews.com,TRUE,240,2064,123
2064,"A woman woke up during brain surgery and talked about cats, asked the surgeons How's it going?","Brain Surgery Recovery: Teenage Girl Wakes Up During Procedure, Talks About Cats",for,be37f330-93bc-11e4-b6bf-fdc8b7e3bcff,7ca09170-93bc-11e4-b6bf-fdc8b7e3bcff,http://www.inquisitr.com/1724265/brain-surgery-recovery-teenage-girl-wakes-up-during-procedure-talks-about-cats/,www.inquisitr.com,TRUE,240,2065,124
2065,"A woman woke up during brain surgery and talked about cats, asked the surgeons How's it going?",How's it going?: Teenager wakes up during brain surgery and asks doctors for progress report,for,af04a750-93bc-11e4-b6bf-fdc8b7e3bcff,7ca09170-93bc-11e4-b6bf-fdc8b7e3bcff,http://www.mirror.co.uk/news/world-news/hows-going-teenager-wakes-up-4907608,www.mirror.co.uk,TRUE,240,2066,7
2074,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,"Condition of Abu Bakr al-Baghdadi, Islamic State leader, in doubt after airstrike",observing,b099b9f0-69b1-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.cbc.ca/news/world/condition-of-abu-bakr-al-baghdadi-islamic-state-leader-in-doubt-after-airstrike-1.2830919,www.cbc.ca,unknown,241,2075,270
2075,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,"ISIS leader Abu Bakr al-Baghdadi wounded in airstrike, Iraq officials say",observing,90452730-68e8-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.cbc.ca/news/world/isis-leader-abu-bakr-al-baghdadi-wounded-in-airstrike-iraq-officials-say-1.2829360,www.cbc.ca,unknown,241,2076,270
2077,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,U.S. airstrikes hit ISIS leader: Terror group chief critically wounded in Iraq after coalition forces bomb jihadi leaders,observing,f061de30-68e6-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.dailymail.co.uk/news/article-2826488/U-S-air-strikes-hit-ISIS-leader-Abu-Bakr-al-Baghdadi.html,www.dailymail.co.uk,unknown,241,2078,4
2078,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,ISIS terror chief believed dead: Iraqi military confirm warlord WAS injured in US-led airstrike as speculation grows feared jihadist perished in attack,for,cf15b2b0-68e6-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.dailymail.co.uk/news/article-2827728/ISIS-terror-chief-believed-dead-Iraqi-military-confirm-warlord-injured-led-airstrike-speculation-grows-feared-jihadist-perished-attack.html,www.dailymail.co.uk,unknown,241,2079,4
2079,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,Isis Admits Leader Abu Bakr al-Baghdadi Injured in US Air Strike,observing,7f70ae70-68e8-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.ibtimes.co.uk/isis-admits-leader-abu-bakr-baghdadi-injured-us-air-strike-1473970,www.ibtimes.co.uk,unknown,241,2080,13
2084,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,Fate of Isis leader remains unclear after US airstrike in Iraq,observing,4d31e8f0-68ea-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.theguardian.com/world/2014/nov/09/isis-leader-baghdadi-fate-unclear-air-strike,www.theguardian.com,unknown,241,2085,30
2085,ISIS leader Abu Bakr al-Baghdadi was wounded in U.S. Airstrike,"Islamic State leader Abu Bakr al-Baghdadi: Wounded, dead or missed entirely by U.S. airstrikes?",observing,bb527e70-68e6-11e4-b528-9d5aa2d2e8e7,a48c4360-68e6-11e4-b528-9d5aa2d2e8e7,http://www.washingtonpost.com/news/morning-mix/wp/2014/11/10/why-its-so-hard-to-kill-islamic-state-leader-abu-bakr-al-baghdadi/?tid=hp_mm,www.washingtonpost.com,unknown,241,2086,31
2092,11 commercial aircraft went missing from the Tripoli airport,Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 911 anniversary,for,84c3d8d0-33cc-11e4-8453-710264d9a1f8,e21f7e90-33cb-11e4-8453-710264d9a1f8,http://www.dailymail.co.uk/news/article-2741428/Officials-warn-ELEVEN-missing-airplanes-Libya-used-carry-terrorist-attack-9-11-anniversary.html,www.dailymail.co.uk,unknown,242,2093,4
2093,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of suicide airliner attacks on 911,observing,394716f0-33cd-11e4-8453-710264d9a1f8,e21f7e90-33cb-11e4-8453-710264d9a1f8,http://www.foxnews.com/politics/2014/09/02/report-missing-libyan-jetliners-raise-fears-suicide-airliner-attacks-on-11/,www.foxnews.com,unknown,242,2094,123
2095,11 commercial aircraft went missing from the Tripoli airport,"11 Tripoli Planes Still Missing, Sparks 911 Concerns",for,be2e4360-33ce-11e4-8453-710264d9a1f8,e21f7e90-33cb-11e4-8453-710264d9a1f8,http://www.inquisitr.com/1449050/11-triploi-planes-still-missing-sparks-911-concerns/,www.inquisitr.com,unknown,242,2096,124
2112,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's Sisi Offered Abbas Creation of Palestinian State in Sinai Peninsula,for,f1f8bc40-394e-11e4-ae63-d5574342724c,9a293a00-391f-11e4-ae63-d5574342724c,http://www.ibtimes.co.uk/egypts-sisi-offered-abbas-creation-palestinian-state-sinai-peninsula-1464436,www.ibtimes.co.uk,unknown,243,2113,13
2121,Amazon will launch an ad-supported video streaming service in early 2015,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,observing,1bf8dc90-7311-11e4-99be-fb3662a4a6dd,f1c60e30-730f-11e4-99be-fb3662a4a6dd,http://www.businessinsider.com/amazon-ad-supported-video-streaming-service-2014-11,www.businessinsider.com,unknown,244,2122,39
2127,Apple will announce a 12-inch MacBook Air Retina at the March 9th Spring Forward Event,Apple could surprise us with 12-inch MacBook Air next week,observing,27fed390-c371-11e4-9435-a96703525a9e,9e828ea0-c36f-11e4-9435-a96703525a9e,http://www.cultofmac.com/314006/apple-surprise-us-12-inch-macbook-air-next-week/,www.cultofmac.com,TRUE,246,2128,64
2128,Apple will announce a 12-inch MacBook Air Retina at the March 9th Spring Forward Event,Rumor Suggests 12-Inch Retina MacBook Air Could Launch During March 9 Apple Watch Event,observing,8681c5d0-c371-11e4-9435-a96703525a9e,9e828ea0-c36f-11e4-9435-a96703525a9e,http://www.macrumors.com/2015/03/03/rumor-retina-macbook-air-march-9-event/,www.macrumors.com,TRUE,246,2129,9
2132,Apple delayed production of a 12-inch iPad Pro and will not announce it at the March 9th event,Apple's 12.9-Inch iPad Pro Has Been Delayed,observing,29f81b70-c385-11e4-9435-a96703525a9e,de2af3d0-c37e-11e4-9435-a96703525a9e,http://www.businessinsider.com/apple-129-inch-ipad-pro-delayed-until-q2-2015-2014-11,www.businessinsider.com,TRUE,247,2133,39
2133,Apple delayed production of a 12-inch iPad Pro and will not announce it at the March 9th event,Apple Delaying Production on Larger-Screened iPad Pro Until September,for,9d836190-c384-11e4-9435-a96703525a9e,de2af3d0-c37e-11e4-9435-a96703525a9e,http://www.macrumors.com/2015/03/04/apple-delays-ipad-pro-production/,www.macrumors.com,TRUE,247,2134,9
2138,HBO Now streaming subscription is coming to Apple TV,HBO in talks with Apple to be launch partner for coming web service HBO Now,observing,9afb0060-c431-11e4-883c-a7fa7a3c5066,65ce6690-c42f-11e4-883c-a7fa7a3c5066,http://www.businessinsider.com/hbo-in-talks-with-apple-to-be-launch-partner-for-coming-web-service-hbo-now-2015-3,www.businessinsider.com,TRUE,248,2139,39
2140,HBO Now streaming subscription is coming to Apple TV,HBO In Talks With Apple To Be Launch Partner For Coming Web Service HBO Now: Exclusive,for,bf072120-c42f-11e4-883c-a7fa7a3c5066,65ce6690-c42f-11e4-883c-a7fa7a3c5066,http://www.ibtimes.com/hbo-talks-apple-be-launch-partner-coming-web-service-hbo-now-exclusive-1835882,www.ibtimes.com,TRUE,248,2141,50
2141,HBO Now streaming subscription is coming to Apple TV,HBO and Apple in Talks for 15Month Apple TV Streaming Service Launching in April,for,2e0a78b0-c430-11e4-883c-a7fa7a3c5066,65ce6690-c42f-11e4-883c-a7fa7a3c5066,http://www.macrumors.com/2015/03/04/apple-hbo-web-only-streaming-service-partnership/,www.macrumors.com,TRUE,248,2142,9
2148,Apple removed from Apple Watch a sensor that would monitor blood-pressure,A bunch of cool health features were cut from the Apple Watch at the last minute,observing,51e5e0e0-c28b-11e4-8747-5b024dd6dd6c,71f03300-c28a-11e4-8747-5b024dd6dd6c,http://www.businessinsider.com/apple-cuts-features-from-apple-watch-2015-2,www.businessinsider.com,unknown,250,2149,39
2151,Apple removed from Apple Watch a sensor that would monitor blood-pressure,Original Apple Watch Health Features Were Dropped Due to Consistency Issues,for,ca8d5460-c28b-11e4-8747-5b024dd6dd6c,71f03300-c28a-11e4-8747-5b024dd6dd6c,http://www.macrumors.com/2015/02/16/apple-watch-original-health-features/,www.macrumors.com,unknown,250,2152,9
2155,The Apple Watch will ship by the end of March,"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",for,6af9e100-c121-11e4-8747-5b024dd6dd6c,5016a040-c0f8-11e4-8747-5b024dd6dd6c,http://www.macrumors.com/2015/01/06/apple-watch-march-launch/,www.macrumors.com,FALSE,251,2156,9
2158,Apple will take appointments at Apple Stores to try on the Apple Watch,You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,for,12cd5b50-c67c-11e4-883c-a7fa7a3c5066,9b30e4a0-c67a-11e4-883c-a7fa7a3c5066,http://www.businessinsider.com/apple-watch-stores-2015-3,www.businessinsider.com,unknown,252,2159,39
2159,Apple will take appointments at Apple Stores to try on the Apple Watch,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",for,49f53ad0-c67c-11e4-883c-a7fa7a3c5066,9b30e4a0-c67a-11e4-883c-a7fa7a3c5066,http://www.macrumors.com/2015/03/09/apple-watch-reservations-platinum-model/,www.macrumors.com,unknown,252,2160,9
2164,A young boy's aunt chopped off his penis after he interrupted her in the bathroom,Cruel aunt cuts her three-year-old nephew's penis off because he burst in on her on the loo and asked to use her phone,for,338ec730-a4f7-11e4-aa4f-ff16e52e0d56,b34cea70-a4f6-11e4-aa4f-ff16e52e0d56,http://www.dailymail.co.uk/news/article-2837967/A-wicked-aunt-cut-three-year-old-nephews-penis-burst-loo-asked-use-phone.html,www.dailymail.co.uk,unknown,253,2165,4
2166,A young boy's aunt chopped off his penis after he interrupted her in the bathroom,China Penis Amputation: Cruel Aunt Viciously Mutilates Toddler's Genitals as Punishment,for,ffca6890-a4f7-11e4-aa4f-ff16e52e0d56,b34cea70-a4f6-11e4-aa4f-ff16e52e0d56,http://www.ibtimes.co.uk/china-penis-amputation-cruel-aunt-viciously-mutilates-toddlers-genitals-punishment-1475646,www.ibtimes.co.uk,unknown,253,2167,13
2167,A young boy's aunt chopped off his penis after he interrupted her in the bathroom,Angry Aunt Who Sliced Off Three-Year-Old Nephew's Penis Facing Five Years In Jail,for,50e882d0-a4f7-11e4-aa4f-ff16e52e0d56,b34cea70-a4f6-11e4-aa4f-ff16e52e0d56,http://www.inquisitr.com/1616393/angry-aunt-who-sliced-off-three-year-old-nephews-penis-facing-five-years-in-jail/,www.inquisitr.com,unknown,253,2168,124
2176,Guns N Roses signer Axel Rose is dead,"Posted in: Celebrity News Posted: December 3, 2014 Axl Rose Dead? Of Course Not Tiresome Internet Death Hoax Plague Hits Guns N Roses Frontman",against,2ff26060-7b93-11e4-b794-93ed794d7b91,8affd600-7b06-11e4-b794-93ed794d7b91,http://www.inquisitr.com/1653202/axl-rose-dead-death-hoax/,www.inquisitr.com,FALSE,255,2177,124
2177,Guns N Roses signer Axel Rose is dead,Axl Rose Found Dead of Shtty Hoax Website at Age 52,against,259bbd50-7b93-11e4-b794-93ed794d7b91,8affd600-7b06-11e4-b794-93ed794d7b91,http://www.mediaite.com/online/axl-rose-found-dead-of-shtty-hoax-website-at-age-52/,www.mediaite.com,FALSE,255,2178,161
2182,A 5-year-old boy was invoiced for missing a birthday party,Party invoice: Boy sent bill for birthday no-show,for,3c400430-a000-11e4-a353-5b831fe927be,22487140-9ffe-11e4-a353-5b831fe927be,http://www.bbc.com/news/uk-england-cornwall-30876360,www.bbc.com,TRUE,256,2183,21
2184,A 5-year-old boy was invoiced for missing a birthday party,Torpoint: Five-Year-Old Billed For Missing Friend's Birthday Party In England,for,4129cc60-a000-11e4-a353-5b831fe927be,22487140-9ffe-11e4-a353-5b831fe927be,http://www.inquisitr.com/1768749/torpoint-five-year-old-billed-for-missing-friends-birthday-party-in-england/,www.inquisitr.com,TRUE,256,2185,124
2188,An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed,Angry Indian bride marries wedding guest,for,07bb86c0-b7a3-11e4-8507-b58af63d1078,1a2eef00-b78e-11e4-8507-b58af63d1078,http://www.bbc.com/news/world-asia-india-31519551,www.bbc.com,unknown,257,2189,21
2189,An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed,"After Finding Out Mid-Wedding That Her Groom Was Unwell, This Bride Married A Wedding Guest Instead",for,92aca880-b790-11e4-8507-b58af63d1078,1a2eef00-b78e-11e4-8507-b58af63d1078,http://www.buzzfeed.com/andreborges/and-that-kids-is-how-i-met-your-mother,www.buzzfeed.com,unknown,257,2190,22
2190,An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed,Rampur: Angry Bride Marries Guest after Learning Groom is Epileptic,for,856f8750-b790-11e4-8507-b58af63d1078,1a2eef00-b78e-11e4-8507-b58af63d1078,http://www.ibtimes.co.in/rampur-angry-bride-marries-guest-after-learning-groom-epileptic-623850,www.ibtimes.co.in,unknown,257,2191,12
2191,An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed,India: Angry bride marries guest after original groom falls ill during wedding ceremony,for,ddbb1d90-b7a2-11e4-8507-b58af63d1078,1a2eef00-b78e-11e4-8507-b58af63d1078,http://www.ibtimes.co.uk/india-angry-bride-marries-guest-after-original-groom-falls-ill-during-wedding-ceremony-1488450,www.ibtimes.co.uk,unknown,257,2192,13
2194,An Indian bride married a guest at her wedding after her fiance had a seizure and collapsed,Wedding punch-up when bride marries guest INSTEAD after groom suffers epileptic fit,for,8a5caae0-b790-11e4-8507-b58af63d1078,1a2eef00-b78e-11e4-8507-b58af63d1078,http://www.mirror.co.uk/news/world-news/wedding-punch-up-bride-marries-guest-5182682,www.mirror.co.uk,unknown,257,2195,7
2199,Someone vandalized a Bugatti sportscar with a penis drawing,Someone Spraypainted A Penis On A 1.5m Bugatti Veyron And It Went Very Viral,observing,04392a60-4ff3-11e4-b6a0-9705a8f94440,fffc6b10-4ff2-11e4-b6a0-9705a8f94440,http://www.buzzfeed.com/richardhjames/this-penis-drawn-on-a-15m-bugatti-veyron-is-funny-but-not-ev#1osoycb,www.buzzfeed.com,FALSE,258,2200,22
2200,Someone vandalized a Bugatti sportscar with a penis drawing,Vandals spray a rude drawing on 2.4m Bugatti Veyron but fortunately for the owner it is all a prank,against,39db5440-4ff3-11e4-b6a0-9705a8f94440,fffc6b10-4ff2-11e4-b6a0-9705a8f94440,http://www.dailymail.co.uk/news/article-2786876/Crude-drawing-2-5million-Bugatti-Veyron-turns-YouTube-hoax.html,www.dailymail.co.uk,FALSE,258,2201,4
2203,Someone vandalized a Bugatti sportscar with a penis drawing,Cheeky vandals paint giant penis on bonnet of 1.5 million Bugatti Veyron sportscar,for,0772f8a0-4ff3-11e4-b6a0-9705a8f94440,fffc6b10-4ff2-11e4-b6a0-9705a8f94440,http://www.mirror.co.uk/news/world-news/cheeky-vandals-paint-giant-penis-4405544,www.mirror.co.uk,FALSE,258,2204,7
2206,"Cesar Milln, the Dog Whisperer, has died",Hoax Busted: Report on Popular Dog Whisperer Cesar Millan's Death is False,against,3eb049e0-7afe-11e4-b794-93ed794d7b91,3440eeb0-7afe-11e4-b794-93ed794d7b91,http://www.ibtimes.co.in/hoax-busted-report-popular-dog-whisperer-cesar-millans-death-false-616024,www.ibtimes.co.in,FALSE,259,2207,12
2207,"Cesar Milln, the Dog Whisperer, has died",The news of Cesar Millan's death is false,against,3a474a70-7afe-11e4-b794-93ed794d7b91,3440eeb0-7afe-11e4-b794-93ed794d7b91,http://www.metro.se/nyheter/nyheten-om-cesar-millans-dod-ar-falsk/EVHnlc!ME90XAShers/,www.metro.se,FALSE,259,2208,234
2226,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Will Play Steve Jobs In Sony's Next Biopic,for,6a4c5510-54c7-11e4-b6a0-9705a8f94440,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.businessinsider.com/christian-bale-as-steve-jobs-2014-10,www.businessinsider.com,unknown,261,2227,39
2227,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Drops Out Of Steve Jobs Biopic,against,ef0d7bc0-6396-11e4-b3d8-a32d8ec8ad5e,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.businessinsider.com/christian-drops-out-of-steve-jobs-movie-2014-11,www.businessinsider.com,unknown,261,2228,39
2233,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale in Talks to Star in Sony's Steve Jobs Film,observing,5bbebf10-54c7-11e4-b6a0-9705a8f94440,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.macrumors.com/2014/10/15/christian-bale-sony-steve-jobs/,www.macrumors.com,unknown,261,2234,9
2234,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,against,f09f2a30-6394-11e4-b3d8-a32d8ec8ad5e,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.macrumors.com/2014/11/03/christian-bale-no-longer-steve-jobs/,www.macrumors.com,unknown,261,2235,9
2235,Christian Bale to play Steve Jobs in an upcoming bio flick,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,against,c1be2090-6394-11e4-b3d8-a32d8ec8ad5e,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.mediaite.com/tv/that-was-fast-christian-bale-bails-on-steve-jobs-biopic/,www.mediaite.com,unknown,261,2236,161
2237,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,for,54d88aa0-54c7-11e4-b6a0-9705a8f94440,f4b073e0-54c6-11e4-b6a0-9705a8f94440,http://www.theguardian.com/film/2014/oct/15/christian-bale-steve-jobs-biopic,www.theguardian.com,unknown,261,2238,30
2247,Comcast got a man fired from his job after he complained about the company's service,A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,observing,a8419da0-4ee4-11e4-949b-f14041b20838,a6383910-4ee4-11e4-949b-f14041b20838,http://www.businessinsider.com/a-comcast-customer-claims-company-got-him-fired-2014-10,www.businessinsider.com,unknown,262,2248,39
2249,Comcast got a man fired from his job after he complained about the company's service,"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",for,5eb062a0-4ee6-11e4-949b-f14041b20838,a6383910-4ee4-11e4-949b-f14041b20838,http://www.inquisitr.com/1524783/comcast-turns-customer-complaints-back-on-customer-gets-his-employer-to-fire-him/,www.inquisitr.com,unknown,262,2250,124
2279,The police officer leading the Charlie Hebdo investigation committed suicide,Charlie Hebdo top cop Helric Fredou kills himself hours after magazine massacre,for,0c1ff6b0-9a75-11e4-bf59-1bb8b99952ce,c853ed00-99f8-11e4-bf59-1bb8b99952ce,http://www.mirror.co.uk/news/world-news/charlie-hebdo-top-cop-helric-4963644,www.mirror.co.uk,FALSE,267,2280,7
2283,American hostage Luke Somers was killed during a rescue attempt,US hostage Luke Somers and SA Pierre Korkie killed during Yemen rescue bid,for,d5de9e40-7d36-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.bbc.com/news/world-middle-east-30358665,www.bbc.com,TRUE,268,2284,21
2284,American hostage Luke Somers was killed during a rescue attempt,REVEALED: Navy Seals hiked six miles and got within 100 yards of Yemen compound where executed US hostage was being held - before a dog bark alerted al-Qaeda captors,for,4dad05f0-7d2e-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.dailymail.co.uk/news/article-2863215/British-born-U-S-photojournalist-held-hostage-al-Qaeda-killed-failed-rescue-attempt-Yemen.html,www.dailymail.co.uk,TRUE,268,2285,4
2285,American hostage Luke Somers was killed during a rescue attempt,Al-Qaeda kills hostages as US tries dramatic rescue bid,for,6c804230-7d2e-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.dailymail.co.uk/wires/afp/article-2863233/US-Yemeni-forces-bid-free-American-held-Qaeda.html,www.dailymail.co.uk,TRUE,268,2286,4
2286,American hostage Luke Somers was killed during a rescue attempt,Barbaric hostage murder condemned,for,5f724750-7d2e-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.dailymail.co.uk/wires/pa/article-2863216/Al-Qaida-kills-British-born-hostage.html,www.dailymail.co.uk,TRUE,268,2287,4
2287,American hostage Luke Somers was killed during a rescue attempt,"American, South African hostages die in rescue attempt in Yemen",for,7b7c0350-7d2e-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.dailymail.co.uk/wires/reuters/article-2863243/American-hostage-Yemen-freed-military-raid-Defence-Ministry.html,www.dailymail.co.uk,TRUE,268,2288,4
2288,American hostage Luke Somers was killed during a rescue attempt,American hostage killed in rescue attempt in Yemen - senior official,observing,2df89170-7d2e-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.dailymail.co.uk/wires/reuters/article-2863268/American-hostage-killed-rescue-attempt-Yemen--senior-official.html,www.dailymail.co.uk,TRUE,268,2289,4
2290,American hostage Luke Somers was killed during a rescue attempt,"Luke Somers Dies In Rescue Attempt, Sister Says Yemeni Defense Ministry Says Unnamed US Hostage Freed",observing,55e15020-7d2c-11e4-8faa-9748b2fc07a1,0fdafb80-7d2c-11e4-8faa-9748b2fc07a1,http://www.ibtimes.com/luke-somers-dies-rescue-attempt-sister-says-yemeni-defense-ministry-says-unnamed-us-1737549,www.ibtimes.com,TRUE,268,2291,50
2299,A widower heard his dead wife's voice again after a company managed to recover a deleted voicemail recording,Mirfield man's tears of joy after lost voicemail of wife retrieved,for,f00284b0-a8a3-11e4-a133-7514623ae047,2fc039e0-a8a3-11e4-a133-7514623ae047,http://www.bbc.com/news/uk-england-leeds-31015325,www.bbc.com,TRUE,270,2300,21
2300,A widower heard his dead wife's voice again after a company managed to recover a deleted voicemail recording,A Husband Breaks Down In Tears After Lost Voicemail Message By His Late Wife Is Recovered,for,f962b9d0-a8a3-11e4-a133-7514623ae047,2fc039e0-a8a3-11e4-a133-7514623ae047,http://www.buzzfeed.com/richardhjames/man-breaks-down-in-tears-after-voicemail-message-left-by-his,www.buzzfeed.com,TRUE,270,2301,22
2309,"IBM will cut more than 110,000 jobs this week","IBM plans massive layoffs of up to 110,000 workers: report",observing,92023230-a57d-11e4-aa4f-ff16e52e0d56,62f34cb0-a57b-11e4-aa4f-ff16e52e0d56,http://www.cbc.ca/news/business/ibm-plans-massive-layoffs-of-up-to-110-000-workers-report-1.2931612,www.cbc.ca,unknown,271,2310,270
2310,"IBM will cut more than 110,000 jobs this week","IBM to cut more than 111,000 jobs in largest corporate lay-off ever",for,b532c000-a57b-11e4-aa4f-ff16e52e0d56,62f34cb0-a57b-11e4-aa4f-ff16e52e0d56,http://www.ibtimes.co.uk/ibm-cut-more-111000-jobs-this-week-largest-corporate-lay-off-ever-1485128,www.ibtimes.co.uk,unknown,271,2311,13
2312,"IBM will cut more than 110,000 jobs this week",IBM denies plans to cut 26 of workforce,against,ad374b00-a57b-11e4-aa4f-ff16e52e0d56,62f34cb0-a57b-11e4-aa4f-ff16e52e0d56,http://www.theguardian.com/technology/2015/jan/26/ibm-technology-giant-110000-jobs-cut-claims,www.theguardian.com,unknown,271,2313,30
